FB1	FB2	L1	L2
AT2G47844.1.Hnull	0	4	0	9
AT2G47850.1.Hnull	834	807	1159	1012
AT2G47860.3.Hnull	107	132	62	131
AT2G47870.1	1	8	12	17
AT2G47880.1.Hnull	1590	305	3116	465
AT2G47890.1	69	289	487	2197
AT2G47895.1.Hnull	2	2	15	7
AT2G47900.3.Hnull	1155	954	1050	861
AT2G47910.1.Hnull	1426	1601	1179	1989
AT2G47920.1.Hnull	73	92	81	72
AT2G47930.1.Hnull	519	428	106	424
AT2G47940.1.Hnull	3997	7664	3425	7323
AT2G47950.1.Hnull	6	25	1	47
AT2G47960.1	1193	1972	1447	1788
AT2G47970.1.Hnull	1212	1346	1765	1408
AT2G47980.1.Hnull	2197	1746	3068	1981
AT2G47990.1.Hnull	186	780	469	940
AT2G48000.1.Hnull	710	368	800	405
AT2G48010.1.Hnull	556	207	784	231
AT2G48020.2.Hnull	3962	1363	2125	1373
AT2G48030.1.Hnull	510	392	148	523
AT2G48060.1.Hnull	2278	1881	3151	2453
AT2G48070.3.Hnull	1653	2481	1396	4025
AT2G48075.1.Hnull	50	119	65	126
AT2G48080.1.Hnull	6	15	0	23
AT2G48090.1.Hnull	26	25	35	30
AT2G48100.1.Hnull	868	835	1303	872
AT2G48110.1.Hnull	1228	908	1603	913
AT2G48120.1.Hnull	532	1157	732	1320
AT2G48121.2.Hnull	2	108	5	105
AT2G48130.1.Hnull	7	0	0	0
AT2G48140.1.Hnull	12	0	0	1
AT2G48150.1.Hnull	15	31	9	18
AT2G48160.1.Hnull	2774	3169	3856	3781
AT3G01010.1.Hnull	0	12	0	12
AT3G01015.1.Hnull	0	4	4	9
AT3G01020.1	240	151	0	0
AT3G01030.1.Hnull	0	0	3	2
AT3G01040.1.Hnull	1246	686	1079	601
AT3G01050.1.Hnull	903	304	838	300
AT3G01060.1.Hnull	14503	3569	9639	3464
AT3G01070.1.Hnull	8	6	16	3
AT3G01080.1.Hnull	259	33	403	81
AT3G01085.1.Hnull	6	0	4	0
AT3G01090.2.Hnull	2846	1309	3318	1243
AT3G01100.1.Hnull	1573	565	2384	575
AT3G01120.1.DE	10329	7972	18558	9903
AT3G01130.1.Hnull	1053	761	723	837
AT3G01140.1.Hnull	69	19	69	49
AT3G01142.1.Hnull	129	86	222	80
AT3G01150.1	841	865	776	765
AT3G01160.1.Hnull	557	851	939	867
AT3G01170.1.Hnull	873	328	958	259
AT3G01175.1.Hnull	9	1	0	0
AT3G01180.1	1942	2486	5034	3539
AT3G01185.1.Hnull	0	0	0	0
AT3G01190.1.Hnull	0	1	0	2
AT3G01200.1.Hnull	670	226	670	194
AT3G01202.1	10	16	22	26
AT3G01210.1	831	509	914	576
AT3G01220.1.Hnull	8	3	4	5
AT3G01230.1	2106	1521	11	8
AT3G01240.1	8072	4251	18	15
AT3G01250.1.Hnull	2	0	1	1
AT3G01260.1.Hnull	8	70	13	79
AT3G01270.1.Hnull	57	2	42	3
AT3G01280.1	10987	7178	4357	4771
AT3G01290.1.Hnull	1823	937	2342	814
AT3G01300.1.Hnull	640	382	536	397
AT3G01310.1.Hnull	3158	6345	8463	6594
AT3G01311.1	36	26	1	0
AT3G01313.1.Hnull	0	11	0	5
AT3G01316.1.Hnull	0	2	0	1
AT3G01319.1.Hnull	44	30	82	34
AT3G01320.1.Hnull	2068	1266	3417	1204
AT3G01322.1.Hnull	0	0	0	0
AT3G01323.1	0	1	0	0
AT3G01324.1	0	0	0	0
AT3G01325.1	0	0	0	0
AT3G01326.1.Hnull	0	0	0	0
AT3G01327.1.Hnull	0	0	0	0
AT3G01328.1.Hnull	0	0	0	0
AT3G01329.1.Hnull	0	0	1	0
AT3G01330.1.Hnull	19	103	4	113
AT3G01331.1.Hnull	0	0	0	0
AT3G01340.1.Hnull	1918	1741	1989	1873
AT3G01345.1	12	14	9	4
AT3G01350.1	191	169	210	137
AT3G01360.1.Hnull	323	195	374	239
AT3G01370.1.Hnull	2199	4557	3064	5250
AT3G01380.1.Hnull	516	436	855	517
AT3G01390.1.Hnull	3610	4555	2663	4905
AT3G01400.1	195	385	716	940
AT3G01410.1.Hnull	52	90	50	98
AT3G01420.1.Hnull	0	0	1	2
AT3G01430.1.Hnull	91	121	89	118
AT3G01435.1.Hnull	214	217	284	187
AT3G01440.1	987	675	1676	1873
AT3G01450.1.Hnull	136	157	101	118
AT3G01460.1.Hnull	1560	1051	2378	1090
AT3G01470.1.Hnull	12	7	7	4
AT3G01472.1.Hnull	11	5	6	8
AT3G01480.1	5614	4267	8774	4576
AT3G01490.1.Hnull	860	854	589	1097
AT3G01500.2.Hnull	146398	129445	46703	144785
AT3G01510.1.Hnull	1059	1767	1170	1927
AT3G01513.1.Hnull	7	0	13	0
AT3G01516.1.Hnull	0	0	0	1
AT3G01520.1.Hnull	2019	1020	1684	1045
AT3G01530.1.Hnull	0	0	0	2
AT3G01540.2.Hnull	7195	5199	8498	6693
AT3G01550.1.Hnull	4119	1261	406	1137
AT3G01560.1.Hnull	1313	932	1639	1175
AT3G01570.1	60	36	10	7
AT3G01572.1.Hnull	0	1	1	2
AT3G01580.1	44	40	14	33
AT3G01590.2.Hnull	990	463	943	534
AT3G01600.1.Hnull	0	7	0	8
AT3G01610.1.Hnull	556	587	865	680
AT3G01620.1.Hnull	10	9	19	9
AT3G01630.1.Hnull	12	6	13	5
AT3G01640.1.Hnull	312	406	331	396
AT3G01650.1.Hnull	421	326	578	437
AT3G01660.1.Hnull	809	387	1046	470
AT3G01670.1	601	1826	1308	1295
AT3G01680.1	651	1419	970	744
AT3G01690.1	1785	4070	6219	4061
AT3G01700.1	674	2724	9	9
AT3G01705.1.Hnull	0	1	0	1
AT3G01710.1.Hnull	30	71	10	80
AT3G01720.1.Hnull	1049	459	978	589
AT3G01730.1.Hnull	1	0	1	0
AT3G01740.1.Hnull	1074	542	1415	520
AT3G01750.1.Hnull	371	240	425	284
AT3G01760.1.Hnull	0	0	0	0
AT3G01770.1.Hnull	1727	793	2223	885
AT3G01780.1.Hnull	1711	1644	2122	1946
AT3G01790.1.Hnull	329	757	344	871
AT3G01800.1.Hnull	184	357	226	362
AT3G01810.1	2042	2441	2065	1160
AT3G01820.1.Hnull	626	483	658	476
AT3G01830.1	13	8	87	36
AT3G01840.1	51	88	5	3
AT3G01850.1	675	850	761	1350
AT3G01860.1	355	530	1113	1762
AT3G01870.1.Hnull	0	0	0	0
AT3G01880.1.Hnull	0	0	0	0
AT3G01890.1.Hnull	222	221	339	262
AT3G01900.1.Hnull	0	0	1	0
AT3G01910.1.Hnull	4464	3353	5924	3607
AT3G01920.1	465	379	1193	1098
AT3G01930.2.Hnull	331	439	471	619
AT3G01940.1.Hnull	17	53	15	77
AT3G01950.1.Hnull	74	194	66	353
AT3G01960.1.Hnull	196	136	94	199
AT3G01961.1	0	0	1	0
AT3G01970.1.Hnull	102	20	68	34
AT3G01980.3.Hnull	693	756	605	850
AT3G01990.1.Hnull	196	145	169	150
AT3G02000.1.Hnull	3	4	1	11
AT3G02010.1.Hnull	38	78	35	65
AT3G02020.1.Hnull	9238	2718	4781	3280
AT3G02030.1	1163	3553	93	110
AT3G02040.1.DE	393	842	124	51
AT3G02050.1.Hnull	4338	1855	3463	1918
AT3G02060.1.Hnull	1519	1953	1873	2435
AT3G02065.2.Hnull	529	532	698	692
AT3G02070.1.Hnull	377	223	383	218
AT3G02080.1	13373	7137	2436	1685
AT3G02090.2.Hnull	8065	7486	9432	7950
AT3G02100.1.Hnull	0	0	0	0
AT3G02110.1.Hnull	926	732	438	794
AT3G02120.1.Hnull	22	37	2	67
AT3G02125.1.Hnull	0	1	0	1
AT3G02130.1.Hnull	1937	1392	2287	1391
AT3G02140.1.Hnull	133	31	142	27
AT3G02150.2	246	178	606	664
AT3G02160.1	222	171	119	123
AT3G02170.1.Hnull	7157	1534	3627	1048
AT3G02180.1.Hnull	1203	1522	692	1680
AT3G02190.1	1357	688	309	464
AT3G02200.2.Hnull	1690	1774	1886	1534
AT3G02210.1.Hnull	46	88	44	96
AT3G02220.1	2297	1399	798	961
AT3G02230.1.Hnull	1457	1528	693	1631
AT3G02240.1.Hnull	1	0	0	0
AT3G02242.1.Hnull	0	0	0	0
AT3G02250.1.Hnull	1970	1964	1298	1886
AT3G02260.1.Hnull	10193	5701	19185	6518
AT3G02270.1.Hnull	4	19	2	24
AT3G02280.1.Hnull	434	328	657	369
AT3G02290.1.DE	589	405	744	659
AT3G02300.1.Hnull	2225	1005	2368	1026
AT3G02310.1.Hnull	28	0	12	2
AT3G02315.1.Hnull	0	0	0	0
AT3G02320.1.Hnull	522	406	696	359
AT3G02330.1.Hnull	13	94	28	104
AT3G02335.1.Hnull	0	0	0	0
AT3G02340.1.Hnull	649	377	661	473
AT3G02350.1.Hnull	2953	2031	2226	2203
AT3G02360.2.Hnull	5127	3016	5532	3340
AT3G02370.2.Hnull	75	50	131	50
AT3G02380.1.Hnull	4828	267	1942	154
AT3G02390.2.Hnull	35	23	90	32
AT3G02400.1.Hnull	357	178	384	289
AT3G02410.1.Hnull	34	5	2	8
AT3G02420.1.Hnull	850	557	1032	617
AT3G02430.1.Hnull	0	0	0	0
AT3G02440.1.Hnull	0	0	0	0
AT3G02450.1.Hnull	2230	3592	2697	4052
AT3G02460.1.Hnull	871	338	904	339
AT3G02468.1.Hnull	5798	537	3665	533
AT3G02470.1	144	116	184	84
AT3G02480.1.Hnull	24	489	7	714
AT3G02490.1.Hnull	255	387	364	410
AT3G02493.1	0	0	0	0
AT3G02500.1.Hnull	12	56	9	63
AT3G02510.1.Hnull	321	385	419	531
AT3G02515.1.Hnull	64	92	91	159
AT3G02520.1.Hnull	1994	1668	2782	1681
AT3G02530.1	3478	3042	1468	1647
AT3G02540.1.Hnull	3181	3255	3269	3604
AT3G02550.1.Hnull	79	96	25	75
AT3G02555.1.Hnull	231	186	174	207
AT3G02560.1	10048	4964	1456	1398
AT3G02570.1.Hnull	2713	2455	1544	2584
AT3G02580.1.Hnull	660	519	455	576
AT3G02590.1.Hnull	6	23	0	23
AT3G02600.1	2375	2217	1688	1501
AT3G02610.1.Hnull	15	17	35	21
AT3G02620.1.Hnull	3	9	20	12
AT3G02630.1.Hnull	1165	1699	2515	1768
AT3G02640.1.Hnull	58	94	14	133
AT3G02645.1.Hnull	1	0	0	1
AT3G02650.1.Hnull	278	635	502	632
AT3G02660.1.Hnull	802	1124	576	1317
AT3G02670.1.Hnull	0	1	0	0
AT3G02680.1.Hnull	75	99	121	87
AT3G02690.1.Hnull	4353	1644	3529	1735
AT3G02700.1.Hnull	1186	634	881	721
AT3G02710.1.Hnull	767	875	1211	1176
AT3G02715.1.Hnull	0	0	0	0
AT3G02720.1.Hnull	2823	2361	2885	2411
AT3G02730.1.Hnull	19083	12996	15917	11085
AT3G02740.1.Hnull	1371	667	1364	634
AT3G02750.3.Hnull	3042	1698	2725	1680
AT3G02760.1.Hnull	1332	2042	1666	2410
AT3G02770.1	710	486	871	912
AT3G02780.1	3653	2304	2018	1931
AT3G02790.1.Hnull	244	580	240	593
AT3G02800.1.Hnull	75	45	137	41
AT3G02810.1.Hnull	9	1	5	2
AT3G02820.1.Hnull	28	157	4	175
AT3G02830.1.Hnull	7288	2123	2904	2034
AT3G02832.1.Hnull	15	28	24	32
AT3G02840.1.Hnull	43	199	15	69
AT3G02850.1.Hnull	108	24	60	26
AT3G02860.2.Hnull	714	572	663	654
AT3G02870.1.Hnull	1991	2933	725	2975
AT3G02875.1.Hnull	410	145	503	197
AT3G02880.1	1226	1214	1285	836
AT3G02885.1	9	4	15	5
AT3G02890.1.Hnull	627	607	699	671
AT3G02900.1.Hnull	735	691	384	636
AT3G02910.1	331	238	960	882
AT3G02920.2.Hnull	130	219	268	252
AT3G02930.1	1263	1132	162	116
AT3G02940.1	36	49	1	0
AT3G02950.1.Hnull	576	464	620	475
AT3G02960.1	3	1	2	0
AT3G02970.1.Hnull	4	0	3	2
AT3G02980.1.Hnull	84	35	80	25
AT3G02990.1.Hnull	189	73	164	101
AT3G03000.1	19	14	197	167
AT3G03010.1.Hnull	204	232	246	284
AT3G03020.1.Hnull	530	144	522	174
AT3G03030.1.Hnull	43	173	54	129
AT3G03040.1.Hnull	656	377	746	337
AT3G03050.1.Hnull	937	1004	1130	1089
AT3G03060.1.Hnull	49	363	90	415
AT3G03070.1.Hnull	2357	1719	1819	1615
AT3G03080.1.Hnull	3	36	2	36
AT3G03090.1.Hnull	723	478	579	438
AT3G03100.1.Hnull	2427	2294	2575	2175
AT3G03110.1	1083	1386	422	943
AT3G03120.1.Hnull	424	154	626	173
AT3G03130.1.Hnull	18	66	5	75
AT3G03140.1.Hnull	441	379	614	468
AT3G03150.1.Hnull	3444	1952	2834	1963
AT3G03160.1.Hnull	700	652	509	754
AT3G03170.1.Hnull	23	16	33	22
AT3G03180.1	300	207	210	253
AT3G03190.1	79	37	633	175
AT3G03200.1.Hnull	18	24	19	32
AT3G03210.1.Hnull	302	159	337	189
AT3G03220.1.Hnull	229	415	173	423
AT3G03230.1.Hnull	0	1	0	0
AT3G03240.1.Hnull	3	0	0	1
AT3G03250.1.Hnull	7082	6638	6532	6409
AT3G03260.1	2	3	0	0
AT3G03270.1.Hnull	289	360	487	457
AT3G03272.1.Hnull	3	5	2	1
AT3G03280.1.Hnull	0	3	0	1
AT3G03290.1.Hnull	0	1	0	0
AT3G03300.1.Hnull	1239	429	2097	439
AT3G03305.1.Hnull	636	297	754	334
AT3G03310.1.Hnull	598	204	580	181
AT3G03320.1.Hnull	163	187	104	219
AT3G03330.1.Hnull	919	496	810	517
AT3G03340.1.Hnull	1052	861	1290	974
AT3G03341.1.Hnull	28	16	11	9
AT3G03350.2.Hnull	233	113	195	96
AT3G03360.1.Hnull	534	115	360	142
AT3G03370.2.Hnull	135	28	114	41
AT3G03380.1.Hnull	3275	2718	3470	3113
AT3G03400.1	0	0	0	0
AT3G03405.1.Hnull	0	0	0	0
AT3G03410.1.Hnull	0	0	0	0
AT3G03420.1.Hnull	344	335	311	313
AT3G03430.1	1677	906	2	1
AT3G03440.1	424	537	700	1598
AT3G03450.1.Hnull	113	48	331	43
AT3G03456.1.Hnull	0	0	0	0
AT3G03460.1.Hnull	64	154	29	181
AT3G03470.1	1564	5280	5654	11477
AT3G03480.1	310	788	59	31
AT3G03490.1.Hnull	537	447	547	389
AT3G03500.1.Hnull	5	10	4	5
AT3G03510.1.Hnull	0	0	0	0
AT3G03520.1.Hnull	444	94	535	111
AT3G03530.1.Hnull	12	23	6	25
AT3G03540.1.Hnull	1	2	0	5
AT3G03550.1.Hnull	339	310	348	386
AT3G03560.1.Hnull	1692	663	2036	639
AT3G03570.1	681	809	700	815
AT3G03580.1.Hnull	74	192	69	210
AT3G03590.1.Hnull	172	88	234	88
AT3G03600.1	1208	778	303	297
AT3G03610.1.Hnull	349	213	346	232
AT3G03620.1.Hnull	0	14	4	15
AT3G03626.1.Hnull	0	0	0	0
AT3G03630.1.Hnull	105	911	184	987
AT3G03640.1	1414	1011	1136	846
AT3G03650.1.Hnull	7	2	1	0
AT3G03660.2.Hnull	2	48	3	35
AT3G03670.1.Hnull	0	0	2	0
AT3G03680.1.Hnull	437	317	610	373
AT3G03690.1.Hnull	270	259	240	319
AT3G03700.1	4	11	2	3
AT3G03702.1	227	280	99	92
AT3G03710.1.Hnull	2279	4202	2498	4869
AT3G03720.1.Hnull	1749	853	1960	908
AT3G03726.1.Hnull	0	2	0	0
AT3G03730.1	2	2	0	0
AT3G03740.1.Hnull	1174	677	1513	817
AT3G03750.2.Hnull	199	245	177	255
AT3G03760.1.Hnull	0	0	1	0
AT3G03770.1.Hnull	3688	1515	2371	1371
AT3G03773.2.Hnull	274	140	289	107
AT3G03776.1.Hnull	12	16	13	21
AT3G03780.1.Hnull	15933	34282	6529	33482
AT3G03790.3.Hnull	3939	1384	3127	1324
AT3G03800.1.Hnull	1	1	0	1
AT3G03810.1.Hnull	621	336	700	335
AT3G03820.1	71	36	207	38
AT3G03826.1.Hnull	0	0	0	0
AT3G03828.1.Hnull	0	0	0	0
AT3G03830.1.Hnull	31	14	3	18
AT3G03840.1	49	21	89	15
AT3G03845.1	0	0	0	0
AT3G03847.1.Hnull	0	5	0	7
AT3G03850.1.Hnull	147	34	14	32
AT3G03852.1	0	0	0	0
AT3G03855.1.Hnull	462	159	670	178
AT3G03860.1.Hnull	1159	633	1167	641
AT3G03870.2.Hnull	4208	493	4671	475
AT3G03880.1.Hnull	593	370	442	299
AT3G03890.1.Hnull	1602	1250	2421	1196
AT3G03900.1.Hnull	315	218	362	303
AT3G03910.1.Hnull	62	62	59	120
AT3G03920.1.Hnull	584	2268	707	2937
AT3G03930.1.Hnull	3	63	6	72
AT3G03940.1.Hnull	3356	2937	4595	3387
AT3G03950.3	1650	1492	1365	2406
AT3G03960.1	7402	5346	1668	2194
AT3G03970.1.Hnull	165	98	158	117
AT3G03980.1	949	581	356	249
AT3G03990.1.Hnull	3167	1318	2745	1364
AT3G04000.1.Hnull	108	60	102	55
AT3G04010.1.Hnull	75	68	208	64
AT3G04020.1.Hnull	171	119	203	125
AT3G04030.3.Hnull	569	185	1275	145
AT3G04040.1.Hnull	117	43	114	29
AT3G04050.1.Hnull	8	25	41	18
AT3G04060.1.Hnull	112	51	403	59
AT3G04070.1	110	109	225	287
AT3G04080.1.Hnull	827	667	845	740
AT3G04090.1.Hnull	2832	1489	3266	1536
AT3G04100.1.Hnull	0	0	0	0
AT3G04110.1	70	82	1455	1550
AT3G04120.1.DE	40946	30390	21542	21317
AT3G04130.1	302	266	146	283
AT3G04140.1.Hnull	2777	513	1935	302
AT3G04150.2	0	0	0	0
AT3G04160.2.Hnull	295	151	455	129
AT3G04170.1.Hnull	0	0	0	0
AT3G04180.1.Hnull	0	0	0	0
AT3G04181.1.Hnull	24	7	27	5
AT3G04184.1.Hnull	12	24	19	21
AT3G04190.1.Hnull	0	0	0	0
AT3G04200.1.Hnull	27	4	51	1
AT3G04210.1	514	689	11331	14063
AT3G04220.1.Hnull	48	70	63	54
AT3G04230.1.Hnull	131	456	173	416
AT3G04240.1.Hnull	3584	1980	5237	2055
AT3G04250.1	2	0	0	0
AT3G04260.1.Hnull	1520	3841	3179	4565
AT3G04270.1.Hnull	0	0	0	0
AT3G04280.1	3	0	0	0
AT3G04290.1.Hnull	899	2127	155	2413
AT3G04300.1.Hnull	10	9	7	9
AT3G04310.1.Hnull	307	174	330	207
AT3G04320.1.Hnull	0	0	0	0
AT3G04330.1.Hnull	0	0	0	0
AT3G04340.1.Hnull	2311	6098	3130	7103
AT3G04350.1.Hnull	956	409	1161	380
AT3G04360.1	344	591	6	0
AT3G04370.1.Hnull	0	0	0	0
AT3G04380.1.Hnull	46	127	53	129
AT3G04390.1.Hnull	0	4	1	7
AT3G04400.1.Hnull	7668	10858	5716	10671
AT3G04410.1.Hnull	1	1	0	0
AT3G04420.1	13	10	29	222
AT3G04430.1.Hnull	0	0	0	0
AT3G04440.1.Hnull	22	12	11	12
AT3G04445.1.Hnull	76	180	113	227
AT3G04450.1	127	138	211	234
AT3G04460.1.Hnull	487	521	689	456
AT3G04470.1.Hnull	1764	1615	1460	1645
AT3G04480.1.Hnull	1694	1018	1959	1017
AT3G04485.1.Hnull	248	62	136	50
AT3G04490.1	985	1520	1455	1782
AT3G04500.1	1385	1204	987	936
AT3G04510.1.Hnull	11	3	2	2
AT3G04520.1.Hnull	1248	545	1190	559
AT3G04525.1.Hnull	0	0	0	0
AT3G04530.1	21	26	5	31
AT3G04540.1.Hnull	0	0	0	0
AT3G04545.1	0	0	0	0
AT3G04550.1	1440	1714	2708	5335
AT3G04560.1.Hnull	656	370	709	299
AT3G04570.1.Hnull	0	4	0	4
AT3G04580.1.Hnull	960	457	1013	440
AT3G04590.2.Hnull	1648	1651	1478	2042
AT3G04600.1.Hnull	1021	1369	1048	1519
AT3G04605.1.Hnull	990	808	1586	845
AT3G04610.1.Hnull	1469	1061	1625	1199
AT3G04620.1.Hnull	39	41	26	48
AT3G04630.1.Hnull	282	844	91	828
AT3G04640.1.Hnull	135	2000	216	1462
AT3G04650.1	566	569	853	952
AT3G04660.1.Hnull	1	1	0	0
AT3G04670.1.Hnull	574	195	539	215
AT3G04680.1.Hnull	427	512	482	463
AT3G04690.1.Hnull	154	142	154	123
AT3G04700.1.Hnull	49	31	44	36
AT3G04710.1.Hnull	226	265	744	258
AT3G04715.1	3	1	0	1
AT3G04717.1.Hnull	14	1	4	0
AT3G04720.1	20	25	2346	825
AT3G04721.1.Hnull	0	0	0	0
AT3G04730.1.Hnull	7882	2085	7185	2216
AT3G04732.1.Hnull	0	0	0	0
AT3G04735.1.Hnull	0	0	0	0
AT3G04740.1.Hnull	1671	1170	2556	1218
AT3G04750.1.Hnull	257	223	376	257
AT3G04760.1.Hnull	2842	2761	3533	3247
AT3G04765.1.Hnull	0	0	0	0
AT3G04770.1.Hnull	89	425	164	446
AT3G04780.1.DE	2398	1131	826	560
AT3G04790.1.Hnull	10650	12632	7518	15540
AT3G04800.1.Hnull	0	0	0	2
AT3G04810.1.Hnull	920	690	731	856
AT3G04820.1.Hnull	266	458	502	452
AT3G04830.1.Hnull	2058	1324	1666	1356
AT3G04840.1.Hnull	4390	11826	3572	12222
AT3G04850.1	253	253	38	5
AT3G04854.1.Hnull	9	1	2	0
AT3G04855.1.Hnull	0	0	0	0
AT3G04860.1.Hnull	261	122	109	94
AT3G04870.1.Hnull	7689	5079	6674	5320
AT3G04880.1.Hnull	1077	817	1201	781
AT3G04890.2.Hnull	851	678	836	760
AT3G04900.1.Hnull	3	3	3	0
AT3G04903.1	0	0	0	0
AT3G04910.1.Hnull	3836	6015	3569	7149
AT3G04920.1.Hnull	2129	3145	1728	3143
AT3G04930.1	1091	1499	1752	2037
AT3G04940.1	2501	1716	1759	1547
AT3G04943.1	0	0	0	0
AT3G04945.1.Hnull	0	0	0	0
AT3G04950.1.Hnull	28	131	38	144
AT3G04960.3.Hnull	29	67	58	82
AT3G04970.1.Hnull	410	178	440	191
AT3G04980.1.Hnull	208	132	174	157
AT3G04990.1.Hnull	0	0	0	0
AT3G04997.1.Hnull	0	0	0	0
AT3G05000.1.Hnull	408	826	346	1017
AT3G05010.1.Hnull	866	449	736	374
AT3G05020.1.Hnull	266	228	285	334
AT3G05030.1.Hnull	2063	1190	1748	1177
AT3G05040.1.Hnull	526	577	928	666
AT3G05050.1.Hnull	847	606	842	632
AT3G05060.1.Hnull	706	1784	1282	1681
AT3G05070.1.Hnull	748	606	683	645
AT3G05080.1	57	64	106	186
AT3G05090.1	1549	2129	2283	3187
AT3G05100.1.Hnull	965	626	717	698
AT3G05110.1.Hnull	1	0	3	0
AT3G05120.1.Hnull	1287	661	1754	739
AT3G05130.1.Hnull	49	747	301	1113
AT3G05140.1	171	224	30	3
AT3G05150.1.Hnull	2	17	2	8
AT3G05152.1.Hnull	0	0	0	0
AT3G05155.1	6	2	1	1
AT3G05160.1.Hnull	1401	1182	1828	1442
AT3G05165.1.Hnull	1458	1336	2121	1529
AT3G05170.1.Hnull	144	113	114	131
AT3G05180.1	2632	1670	1285	710
AT3G05190.1.Hnull	159	108	251	85
AT3G05193.1.Hnull	0	0	0	0
AT3G05200.1.Hnull	810	771	1310	656
AT3G05210.1.Hnull	1009	366	1261	418
AT3G05220.1.Hnull	3603	7667	5558	9082
AT3G05230.1.Hnull	354	287	243	233
AT3G05240.1	59	37	8	36
AT3G05250.1.Hnull	389	170	458	153
AT3G05260.1.Hnull	1	0	0	2
AT3G05270.1.Hnull	1357	681	920	695
AT3G05280.1.Hnull	994	560	843	598
AT3G05290.1	1920	1294	703	859
AT3G05300.1.Hnull	0	1	0	3
AT3G05310.1.Hnull	0	0	1	0
AT3G05320.1.Hnull	178	81	115	86
AT3G05327.1	41	49	65	83
AT3G05330.1.Hnull	109	107	143	107
AT3G05340.1.Hnull	167	125	156	140
AT3G05345.1.Hnull	1929	328	1302	278
AT3G05350.1	1211	1598	2585	3489
AT3G05360.1.Hnull	106	56	164	53
AT3G05370.1	197	218	807	1017
AT3G05380.2.Hnull	740	480	1265	532
AT3G05390.1.Hnull	37	5	21	4
AT3G05400.1	2012	1073	116	100
AT3G05410.2	364	380	503	463
AT3G05415.1.Hnull	74	96	86	82
AT3G05420.2.Hnull	1582	1989	1412	2163
AT3G05425.1.Hnull	0	0	0	0
AT3G05430.1	484	467	115	153
AT3G05440.1.Hnull	0	0	1	0
AT3G05450.1.Hnull	1	0	0	1
AT3G05460.1	20	13	0	0
AT3G05470.1.Hnull	60	256	26	243
AT3G05480.3.Hnull	11	61	14	49
AT3G05490.1	809	414	516	192
AT3G05500.1.Hnull	1570	838	795	634
AT3G05510.1	353	405	249	432
AT3G05520.2	1790	1194	1041	923
AT3G05525.1.Hnull	0	0	0	0
AT3G05530.1.Hnull	4577	3028	4860	3070
AT3G05540.1.Hnull	0	0	0	0
AT3G05545.1.Hnull	2110	1684	3086	1774
AT3G05550.1.Hnull	4	12	10	11
AT3G05560.1.Hnull	1963	5262	1686	4955
AT3G05570.1.Hnull	235	187	257	163
AT3G05580.1.Hnull	551	255	371	249
AT3G05590.1.Hnull	4316	9964	3783	9490
AT3G05600.1.Hnull	20	69	10	64
AT3G05602.1.Hnull	0	0	0	0
AT3G05610.1.Hnull	22	0	17	1
AT3G05620.1.Hnull	35	49	27	53
AT3G05625.1.Hnull	583	894	338	1064
AT3G05630.1.DE	35	135	231	515
AT3G05640.1.Hnull	359	997	388	1101
AT3G05650.1.Hnull	1121	221	1572	306
AT3G05660.1.Hnull	384	234	641	277
AT3G05670.1.Hnull	1382	1013	1650	1023
AT3G05675.2.Hnull	282	163	334	171
AT3G05680.2.Hnull	2041	1661	3437	1957
AT3G05685.1.Hnull	45	27	19	37
AT3G05690.1	652	880	1755	5112
AT3G05700.1	823	505	645	753
AT3G05710.2.Hnull	707	527	560	506
AT3G05720.1.Hnull	2	5	4	10
AT3G05725.1.Hnull	2	0	0	0
AT3G05727.1.Hnull	7	15	0	37
AT3G05730.1.Hnull	5170	2742	363	3114
AT3G05740.1.Hnull	14	147	4	166
AT3G05741.1	1	0	0	0
AT3G05746.1.Hnull	0	0	0	0
AT3G05750.1.Hnull	722	455	519	554
AT3G05755.1.Hnull	0	2	0	2
AT3G05760.1	1150	918	600	700
AT3G05770.1.Hnull	0	0	1	0
AT3G05780.1.Hnull	2	26	0	27
AT3G05790.1	269	330	19	21
AT3G05800.1	126	102	99	74
AT3G05810.1.Hnull	145	328	199	353
AT3G05820.1.Hnull	28	55	21	50
AT3G05830.2.Hnull	501	197	537	193
AT3G05835.1.Hnull	0	0	0	0
AT3G05840.2	5455	3468	6826	5830
AT3G05850.1.Hnull	785	475	894	477
AT3G05858.1	16	13	0	0
AT3G05860.1.Hnull	0	0	0	0
AT3G05870.1.Hnull	100	128	137	167
AT3G05880.1.Hnull	1155	2711	816	3341
AT3G05890.1.Hnull	22	341	4	417
AT3G05900.1.Hnull	1224	346	782	353
AT3G05905.1	26	20	28	15
AT3G05910.1.Hnull	2850	2749	1883	2514
AT3G05920.1.Hnull	0	1	0	0
AT3G05930.1.Hnull	11	11	8	4
AT3G05932.1.Hnull	267	27	165	29
AT3G05935.1.Hnull	398	120	247	99
AT3G05936.1.Hnull	251	213	132	182
AT3G05937.1.Hnull	234	92	220	107
AT3G05940.1.Hnull	443	224	455	216
AT3G05950.1.Hnull	0	1	0	1
AT3G05960.1.Hnull	1	0	2	2
AT3G05970.1.Hnull	2229	1406	4021	1844
AT3G05975.1.Hnull	0	0	0	0
AT3G05980.1.Hnull	3	35	1	46
AT3G05990.1.Hnull	601	382	597	434
AT3G06000.1	0	0	0	0
AT3G06010.1	1447	1536	1236	1564
