FB1	FB2	L1	L2
AT3G31420.1	8	6	2	0
AT3G31422.1	13	13	1	1
AT3G31425.1	0	0	0	0
AT3G31430.1	0	0	0	0
AT3G31440.1	7	3	8	5
AT3G31442.1	1	1	0	1
AT3G31450.1	0	0	0	0
AT3G31460.1	0	0	0	0
AT3G31470.1	3	1	0	0
AT3G31475.1.Hnull	0	0	0	1
AT3G31490.1	0	0	0	0
AT3G31500.1	0	0	0	0
AT3G31510.1	0	0	0	0
AT3G31530.1.Hnull	0	0	0	0
AT3G31540.1.Hnull	0	0	0	0
AT3G31630.1	12	11	4	0
AT3G31720.1	0	0	0	0
AT3G31810.1	0	0	0	0
AT3G31900.1	0	0	0	0
AT3G31902.1	0	0	0	0
AT3G31903.1	0	0	0	0
AT3G31904.1	0	0	0	0
AT3G31905.1	0	0	0	0
AT3G31906.1	0	0	0	0
AT3G31908.1	0	0	0	0
AT3G31909.1	0	0	0	0
AT3G31910.1	1	0	0	0
AT3G31915.1.Hnull	3	0	0	0
AT3G31920.1	0	0	0	0
AT3G31930.1	0	0	0	0
AT3G31935.1.Hnull	0	0	0	0
AT3G31940.1	0	0	0	0
AT3G31945.1	0	1	7	11
AT3G31950.1	0	0	0	0
AT3G31955.1	0	0	0	0
AT3G31960.1.Hnull	0	11	0	15
AT3G31970.1	0	1	0	2
AT3G31980.1	0	0	0	0
AT3G31990.1	0	0	0	0
AT3G31993.1	0	0	0	0
AT3G31996.1	0	0	0	0
AT3G32000.1	0	0	0	0
AT3G32010.1.Hnull	1	0	0	0
AT3G32020.2.Hnull	0	0	0	0
AT3G32021.1	0	0	0	0
AT3G32022.1	3	0	0	0
AT3G32023.1	1	0	0	0
AT3G32024.1	2	1	0	0
AT3G32026.1	0	0	0	0
AT3G32027.1	1	0	0	0
AT3G32028.1	1	0	0	0
AT3G32029.1	0	1	0	0
AT3G32030.1	0	0	2	0
AT3G32031.1	0	0	0	0
AT3G32032.1	0	1	0	0
AT3G32033.1	4	5	0	0
AT3G32035.1	0	0	0	0
AT3G32036.1	0	0	0	0
AT3G32040.1	1	0	0	0
AT3G32043.1	3	0	0	0
AT3G32047.1	5	2	3	1
AT3G32050.1	19	9	7	13
AT3G32052.1	0	0	0	0
AT3G32060.1.Hnull	0	0	0	0
AT3G32070.1.Hnull	0	0	0	0
AT3G32080.1	0	0	0	0
AT3G32090.1	8	18	18	33
AT3G32091.1	0	5	1	3
AT3G32092.1	2	0	0	0
AT3G32093.1	0	0	0	0
AT3G32095.1	0	0	0	0
AT3G32100.1	0	0	0	0
AT3G32110.1	0	0	0	0
AT3G32112.1	0	0	0	0
AT3G32115.1	0	0	0	0
AT3G32116.1	0	0	0	0
AT3G32118.1	0	0	0	0
AT3G32120.1	0	0	0	0
AT3G32130.1	0	0	0	0
AT3G32135.1.Hnull	0	0	0	0
AT3G32140.1	3	2	0	0
AT3G32150.1	0	0	0	0
AT3G32160.1	0	0	0	0
AT3G32164.1	0	0	0	0
AT3G32168.1	0	0	0	0
AT3G32172.1	0	0	0	0
AT3G32176.1	0	0	0	0
AT3G32180.1	0	0	0	0
AT3G32190.1	0	0	0	0
AT3G32195.1	27	28	1	2
AT3G32200.1.Hnull	0	0	0	0
AT3G32205.1	3	2	0	0
AT3G32210.1	0	0	0	0
AT3G32220.1.Hnull	0	0	0	0
AT3G32223.1	0	0	0	0
AT3G32226.1	1	0	0	0
AT3G32230.1	0	0	0	0
AT3G32240.1.Hnull	0	0	0	0
AT3G32250.1	0	0	0	0
AT3G32260.1	0	0	0	0
AT3G32270.1	0	0	0	0
AT3G32275.1	0	0	0	0
AT3G32280.1	0	0	0	0
AT3G32290.1	0	0	0	0
AT3G32295.1	0	0	0	0
AT3G32300.1	3	9	2	2
AT3G32305.1	1	0	0	0
AT3G32310.1	0	0	0	0
AT3G32313.1.Hnull	0	0	0	0
AT3G32316.1	0	0	0	0
AT3G32320.1	4	1	0	0
AT3G32330.1	0	0	0	0
AT3G32340.1	1	2	0	0
AT3G32360.1.Hnull	0	1	0	0
AT3G32370.1	0	0	0	0
AT3G32371.1	0	0	0	0
AT3G32373.1	0	0	0	0
AT3G32375.1	0	0	0	0
AT3G32377.1	19	20	0	1
AT3G32383.1	11	9	4	6
AT3G32385.1	0	0	0	0
AT3G32387.1	0	0	0	0
AT3G32389.1	0	1	0	1
AT3G32391.1	0	0	0	0
AT3G32393.1	0	0	0	0
AT3G32394.1	0	0	0	0
AT3G32395.1	0	0	0	0
AT3G32397.1	0	0	0	0
AT3G32400.1	7	33	12	11
AT3G32405.1	0	0	0	0
AT3G32410.1	0	0	0	0
AT3G32415.1	0	0	0	0
AT3G32425.1	1	2	0	0
AT3G32435.1	0	0	0	0
AT3G32445.1	2	0	5	0
AT3G32455.1	0	0	0	0
AT3G32465.1	0	0	0	0
AT3G32475.1	0	0	0	0
AT3G32677.1	0	0	0	0
AT3G32880.1	0	0	0	0
AT3G32890.1	0	0	0	0
AT3G32893.1	1	0	0	0
AT3G32894.1	0	0	0	0
AT3G32895.1	0	1	3	1
AT3G32896.1.Hnull	0	0	0	0
AT3G32897.1	0	1	0	0
AT3G32898.1	0	0	0	0
AT3G32899.1	0	0	0	0
AT3G32900.1	0	0	0	0
AT3G32901.1	0	0	0	0
AT3G32902.1	0	0	0	0
AT3G32903.1	0	0	0	0
AT3G32904.1	0	0	0	0
AT3G32905.1	0	0	0	0
AT3G32910.1	0	0	0	0
AT3G32912.1	0	0	0	0
AT3G32914.1	1	0	0	0
AT3G32917.1	0	0	0	0
AT3G32920.1	17	27	0	1
AT3G32925.1	83	99	7	16
AT3G32930.1	2707	2211	1961	3392
AT3G32940.1	771	1073	845	1246
AT3G32950.1	0	0	0	0
AT3G32960.1	0	0	0	0
AT3G32962.1	0	0	0	0
AT3G32964.1	0	0	0	0
AT3G32966.1	0	0	0	0
AT3G32968.1	0	0	0	0
AT3G32970.1	0	0	0	0
AT3G32975.1	0	0	0	0
AT3G32980.1	18	19	57	5
AT3G32990.1	24	27	41	44
AT3G33000.1	0	3	2	2
AT3G33002.1.Hnull	0	2	0	5
AT3G33004.1	0	0	3	0
AT3G33005.1	0	0	0	0
AT3G33006.1	0	0	0	0
AT3G33008.1	0	0	0	0
AT3G33009.1	0	0	0	0
AT3G33010.1	4	5	0	1
AT3G33011.1	0	1	0	0
AT3G33025.1	0	0	0	0
AT3G33030.1	0	0	0	0
AT3G33035.1.Hnull	0	0	0	0
AT3G33045.1	0	0	0	0
AT3G33055.1	0	0	0	0
AT3G33058.1	0	0	0	0
AT3G33064.1	0	0	0	0
AT3G33065.1	0	0	0	0
AT3G33066.1	0	0	0	0
AT3G33067.1	0	0	0	0
AT3G33069.1	0	0	0	0
AT3G33070.1	0	0	0	0
AT3G33071.1	0	0	0	0
AT3G33072.1	0	0	0	1
AT3G33073.1	0	0	0	0
AT3G33074.1	0	0	0	0
AT3G33075.1	0	0	0	0
AT3G33076.1.Hnull	0	0	0	0
AT3G33077.1.Hnull	0	0	0	0
AT3G33079.1.Hnull	0	0	0	0
AT3G33080.1	0	0	0	0
AT3G33081.1	0	0	0	0
AT3G33082.1	2	1	0	0
AT3G33083.1	0	0	0	0
AT3G33084.1.Hnull	0	0	0	0
AT3G33085.1	0	0	1	0
AT3G33091.1	0	0	0	1
AT3G33094.1	0	0	0	0
AT3G33097.1	0	0	0	0
AT3G33100.1	0	0	0	0
AT3G33103.1	18	3	9	5
AT3G33106.1.Hnull	0	1	0	0
AT3G33109.1	0	1	0	0
AT3G33112.1	0	8	0	0
AT3G33115.1	0	0	0	0
AT3G33118.1	0	0	0	0
AT3G33121.1	0	0	0	0
AT3G33124.1	0	0	0	0
AT3G33127.1	0	0	0	0
AT3G33130.1	0	0	0	0
AT3G33131.1	0	0	0	0
AT3G33133.1	1	2	4	3
AT3G33136.1	0	0	0	0
AT3G33139.1	0	0	0	0
AT3G33142.1	0	0	0	0
AT3G33145.1	0	0	0	0
AT3G33148.1	0	0	0	0
AT3G33151.1	3	4	1	0
AT3G33154.1	0	0	3	1
AT3G33157.1	0	0	0	0
AT3G33160.1.Hnull	0	0	0	0
AT3G33163.1	0	0	0	0
AT3G33166.1	1	0	0	0
AT3G33169.1	0	0	0	0
AT3G33172.1	0	0	0	0
AT3G33175.1	0	0	0	0
AT3G33178.1.Hnull	0	0	0	1
AT3G33181.1	0	0	0	0
AT3G33185.1	0	0	0	0
AT3G33187.1	0	0	0	0
AT3G33189.1	0	2	30	97
AT3G33193.1	0	0	0	0
AT3G33197.1	0	1	0	0
AT3G33201.1.Hnull	0	1	0	1
AT3G33205.1	0	0	0	0
AT3G33215.1	0	1	0	0
AT3G33225.1	0	1	0	0
AT3G33230.1	0	0	0	0
AT3G33235.1	5	9	0	0
AT3G33293.1	0	0	0	0
AT3G33377.1	3	13	0	0
AT3G33393.1	0	0	0	0
AT3G33448.1	0	4	0	0
AT3G33494.1	0	0	0	0
AT3G33520.1	567	862	630	707
AT3G33528.1	21	5	1	1
AT3G33530.3	1154	3956	2574	3512
AT3G33537.1.Hnull	0	0	0	1
AT3G33545.1	0	0	0	0
AT3G33555.1	0	0	0	0
AT3G33565.1	0	0	0	0
AT3G33570.1	1	0	0	0
AT3G33572.1	0	0	0	0
AT3G33575.1	0	0	0	0
AT3G33585.1.Hnull	0	0	0	0
AT3G33595.1	1	1	1	1
AT3G34299.1	0	0	0	0
AT3G35003.1	0	0	0	0
AT3G35707.1	0	0	0	0
AT3G36411.1	0	0	0	0
AT3G36659.1	149	278	2	3
AT3G37820.1	0	0	0	0
AT3G38525.1	0	0	0	0
AT3G39230.1	0	0	0	0
AT3G39935.1	0	0	0	0
AT3G40640.1	0	0	0	0
AT3G41345.1	0	0	0	0
AT3G41761.1	0	0	0	0
AT3G41762.1	12	16	16	23
AT3G41979.1	2	1	1	6
AT3G42047.1	0	0	0	0
AT3G42050.1	7191	8400	8838	9182
AT3G42052.1	710	774	593	701
AT3G42054.1	0	0	0	0
AT3G42057.1	0	0	0	0
AT3G42060.1	0	0	0	0
AT3G42065.1	0	0	0	0
AT3G42070.1	0	0	0	0
AT3G42080.1	0	0	0	0
AT3G42083.1	0	0	0	0
AT3G42086.1	0	0	2	2
AT3G42090.1	0	0	1	1
AT3G42100.1.Hnull	0	0	2	0
AT3G42110.1	0	3	0	0
AT3G42115.1	0	0	0	0
AT3G42120.1	0	0	0	0
AT3G42130.1	0	3	0	0
AT3G42140.1	0	0	0	0
AT3G42148.1	0	0	0	0
AT3G42150.2	332	378	239	244
AT3G42155.1	0	0	0	0
AT3G42160.1	0	0	0	0
AT3G42170.1	4334	4250	1415	1554
AT3G42174.1	1	2	0	0
AT3G42178.1	0	0	0	0
AT3G42179.1.Hnull	0	0	0	0
AT3G42180.1	24	38	3	6
AT3G42181.1	0	0	0	0
AT3G42182.1	8	3	1	1
AT3G42186.1	0	0	0	0
AT3G42190.1	0	1	0	0
AT3G42200.1	0	0	0	0
AT3G42203.1	0	0	0	0
AT3G42206.1	0	0	0	0
AT3G42220.1	0	0	0	0
AT3G42230.1	0	0	0	0
AT3G42233.1	0	0	0	0
AT3G42236.1	0	0	0	0
AT3G42240.1	0	0	1	0
AT3G42245.1	0	0	0	0
AT3G42250.1	0	0	0	0
AT3G42251.1	0	0	0	0
AT3G42252.1	0	0	0	0
AT3G42253.1	0	0	0	0
AT3G42254.1	0	0	0	0
AT3G42255.1.Hnull	0	0	0	0
AT3G42256.1.Hnull	7	3	8	3
AT3G42257.1.Hnull	0	0	0	0
AT3G42258.1	1	0	0	0
AT3G42260.1	0	0	0	0
AT3G42270.1	0	0	0	0
AT3G42280.1	0	0	0	0
AT3G42290.1	0	0	0	0
AT3G42300.1	0	0	0	0
AT3G42305.1	0	1	0	0
AT3G42310.1	0	0	1	1
AT3G42313.1	0	0	0	0
AT3G42316.1	0	0	0	0
AT3G42320.1	0	0	0	0
AT3G42330.1.Hnull	0	0	0	0
AT3G42340.1	0	0	0	0
AT3G42350.1	0	0	0	0
AT3G42353.1	0	0	0	0
AT3G42356.1	0	0	0	0
AT3G42360.1	0	0	0	0
AT3G42380.1	0	0	0	0
AT3G42383.1	0	0	0	0
AT3G42385.1	0	0	0	0
AT3G42386.1	0	0	0	0
AT3G42390.1	0	0	0	0
AT3G42400.1	0	0	0	0
AT3G42410.1	0	0	0	0
AT3G42420.1	0	0	0	1
AT3G42430.1	0	0	0	0
AT3G42431.1	0	0	0	0
AT3G42432.1	0	0	0	0
AT3G42433.1	6	2	0	1
AT3G42434.1	0	0	0	0
AT3G42436.1	0	0	0	0
AT3G42438.1	0	0	0	0
AT3G42440.1	0	0	0	0
AT3G42445.1	0	0	0	0
AT3G42450.1	188	129	2	0
AT3G42460.1	0	0	0	0
AT3G42466.1	5	4	0	0
AT3G42470.1	0	0	0	0
AT3G42471.1	0	0	0	0
AT3G42472.1	0	0	0	0
AT3G42473.1	6	8	0	0
AT3G42474.1.Hnull	0	0	0	0
AT3G42475.1	0	0	0	0
AT3G42476.1	0	0	0	0
AT3G42478.1	0	0	0	0
AT3G42480.1	0	0	0	0
AT3G42490.1	0	0	0	0
AT3G42500.1	0	0	0	0
AT3G42510.1	3	2	0	0
AT3G42520.1	150	57	1	1
AT3G42530.1	1	0	0	0
AT3G42535.1	0	0	0	0
AT3G42540.1	0	0	0	0
AT3G42542.1	0	0	0	0
AT3G42545.1	0	1	0	3
AT3G42550.1	3	2	3	2
AT3G42553.1.Hnull	0	0	0	0
AT3G42556.1	2	9	5	7
AT3G42557.1	0	0	0	0
AT3G42560.1	0	0	0	0
AT3G42565.1	6	0	0	0
AT3G42570.1	0	1	2	4
AT3G42580.1	0	0	0	0
AT3G42590.1	0	0	0	0
AT3G42600.1	0	0	0	0
AT3G42610.1	0	0	0	0
AT3G42620.1	0	0	0	1
AT3G42621.1	0	0	1	0
AT3G42622.1	0	0	2	7
AT3G42624.1	0	0	0	0
AT3G42626.1.Hnull	0	1	0	0
AT3G42628.1	3	0	10	8
AT3G42630.1	577	658	408	570
AT3G42640.1	6651	7344	519	433
AT3G42645.1	0	0	0	0
AT3G42646.1	0	0	0	0
AT3G42650.1	0	0	0	0
AT3G42653.1	0	0	0	0
AT3G42656.1	0	0	0	0
AT3G42658.1	121	108	7	27
AT3G42660.1.Hnull	114	532	63	692
AT3G42670.1	496	521	280	421
AT3G42680.1	0	0	0	0
AT3G42690.1	0	0	0	1
AT3G42700.1	0	0	0	0
AT3G42710.1	0	0	0	0
AT3G42711.1	0	0	0	0
AT3G42712.1	0	1	0	1
AT3G42713.1	0	0	0	0
AT3G42714.1	0	0	0	0
AT3G42715.1	0	0	0	0
AT3G42716.1	0	0	2	0
AT3G42717.1	0	0	0	0
AT3G42718.1	0	0	0	0
AT3G42719.1	0	0	0	2
AT3G42720.1	0	0	1	0
AT3G42721.1	2	0	0	0
AT3G42722.1	0	0	0	0
AT3G42723.1	0	0	0	0
AT3G42724.1	0	0	0	0
AT3G42725.1	131	79	8	1
AT3G42726.1	0	0	0	0
AT3G42727.1	0	1	0	0
AT3G42728.1.Hnull	0	0	0	0
AT3G42730.1	0	0	0	0
AT3G42740.1	0	0	0	0
AT3G42750.1.Hnull	0	0	0	0
AT3G42760.1	0	0	0	0
AT3G42763.1	0	0	0	0
AT3G42766.1	0	0	0	0
AT3G42770.1	0	0	0	0
AT3G42780.1	0	0	0	0
AT3G42783.1	3	2	0	0
AT3G42786.1	0	0	0	0
AT3G42790.1.Hnull	2371	1297	2361	1239
AT3G42791.1	0	0	0	0
AT3G42792.1	0	0	0	0
AT3G42794.1	1	0	0	1
AT3G42796.1	0	0	0	0
AT3G42798.1	0	0	0	0
AT3G42800.1	5	4	26	7
AT3G42803.1.Hnull	0	0	0	1
AT3G42806.1	118	146	103	110
AT3G42810.1	0	0	1	0
AT3G42820.1	0	0	0	0
AT3G42830.1	3	1	2	2
AT3G42835.1	0	0	0	0
AT3G42836.1	0	0	2	2
AT3G42837.1	0	0	0	0
AT3G42850.1.Hnull	8	8	14	11
AT3G42860.1	125	136	24	81
AT3G42870.1	0	0	0	0
AT3G42875.1	0	0	0	0
AT3G42880.1	297	359	0	0
AT3G42883.1	0	0	0	1
AT3G42886.1	0	0	0	0
AT3G42890.1.Hnull	11	8	30	17
AT3G42900.1	0	0	0	0
AT3G42910.1	0	0	0	0
AT3G42913.1	0	0	0	0
AT3G42916.1	0	0	0	0
AT3G42920.1	0	0	0	0
AT3G42922.1	0	0	0	0
AT3G42924.1	0	0	0	0
AT3G42927.1.Hnull	0	0	0	0
AT3G42930.1	0	0	0	0
AT3G42935.1	0	0	0	0
AT3G42940.1	0	0	0	0
AT3G42945.1	0	0	0	0
AT3G42950.1	2204	2178	461	424
AT3G42960.1.Hnull	3	0	1	0
AT3G42970.1	0	0	0	0
AT3G42980.1	0	0	0	0
AT3G42990.1	0	0	0	0
AT3G42993.1	0	0	0	0
AT3G42996.1	0	0	0	0
AT3G43000.1	0	0	0	0
AT3G43005.1	0	0	0	0
AT3G43020.1	0	0	0	0
AT3G43025.1	20	7	0	0
AT3G43040.1	0	0	0	0
AT3G43050.1	0	0	0	0
AT3G43060.1.Hnull	0	10	0	22
AT3G43070.1	4	2	0	0
AT3G43080.1	114	54	0	0
AT3G43083.1	343	144	0	0
AT3G43090.1	0	1	0	0
AT3G43095.1.Hnull	0	0	0	0
AT3G43100.1	0	0	0	0
AT3G43110.1.DE	108	53	7	0
AT3G43120.1	747	506	4	4
AT3G43123.1	0	0	0	0
AT3G43126.1.Hnull	0	0	0	0
AT3G43128.1	0	0	0	0
AT3G43130.1	0	0	0	0
AT3G43140.1	0	0	0	0
AT3G43141.1	0	0	0	0
AT3G43142.1	0	0	0	0
AT3G43144.1	0	0	0	0
AT3G43146.1.Hnull	0	1	0	0
AT3G43147.1	0	0	0	0
AT3G43148.1	0	0	0	0
AT3G43150.1	0	0	0	0
AT3G43151.1	0	0	0	0
AT3G43152.1	0	0	0	0
AT3G43153.1	0	0	0	0
AT3G43154.1.Hnull	0	0	0	0
AT3G43156.1	0	0	0	0
AT3G43157.1	0	0	0	0
AT3G43158.1	0	0	0	0
AT3G43160.1	0	1	1	0
AT3G43170.1	1	0	0	0
AT3G43175.1	0	0	0	0
AT3G43180.1	0	0	0	0
AT3G43190.1	9	12	8	1
AT3G43200.1	0	0	0	0
AT3G43205.1.Hnull	1	0	0	0
AT3G43210.1	778	935	292	344
AT3G43220.1	2030	1952	2614	2153
AT3G43230.1	1207	1173	1944	2241
AT3G43240.1	1512	1702	1079	1607
AT3G43250.1.Hnull	1	2	2	3
AT3G43251.1	1	0	1	0
AT3G43260.1	0	0	0	0
AT3G43270.1	1061	1694	540	336
AT3G43280.1	1	4	0	0
AT3G43290.1	0	0	0	0
AT3G43291.1.Hnull	0	0	0	0
AT3G43300.1	3810	7204	4358	5102
AT3G43302.1.Hnull	0	1	0	2
AT3G43303.1	0	0	0	0
AT3G43304.1	2	0	0	0
AT3G43307.1	0	0	1	0
AT3G43310.1	33	53	7	8
AT3G43315.1	6	2	0	0
AT3G43320.1	1	0	0	0
AT3G43330.1	0	0	0	0
AT3G43340.1	0	1	2	2
AT3G43350.1	1	0	1	1
AT3G43352.1	0	0	0	0
AT3G43355.1	0	0	1	0
AT3G43356.1	0	0	0	0
AT3G43357.1	0	0	0	0
AT3G43358.1	18	25	0	1
AT3G43359.1	0	0	0	0
AT3G43360.1	0	0	0	0
AT3G43370.1	0	0	0	0
AT3G43380.1	0	0	0	0
AT3G43390.1	0	0	0	0
AT3G43400.1	0	0	1	0
AT3G43402.1	0	0	2	0
AT3G43410.1	0	1	0	0
AT3G43420.1	0	0	0	0
AT3G43425.1	0	0	7	3
AT3G43430.1	115	130	27	17
AT3G43431.1	0	0	0	0
AT3G43432.1	0	0	0	0
AT3G43433.1	0	0	0	0
AT3G43436.1	0	0	0	0
AT3G43440.1	889	556	793	753
AT3G43442.1	0	1	0	0
AT3G43444.1	0	0	0	0
AT3G43447.1	0	0	0	0
AT3G43450.1	0	0	0	0
AT3G43460.1	0	0	0	0
AT3G43470.1	0	0	0	0
AT3G43480.1	0	0	0	0
AT3G43485.1	1	0	0	0
AT3G43490.1	0	0	0	0
AT3G43500.1	0	0	0	0
AT3G43505.1	0	3	0	0
AT3G43510.1	897	464	437	542
AT3G43520.1	2132	1452	1765	2094
AT3G43521.1	0	0	0	0
AT3G43522.1	0	0	0	0
AT3G43523.1	0	0	0	0
AT3G43524.1	0	0	0	0
AT3G43526.1	0	0	0	0
AT3G43528.1	0	0	0	0
AT3G43530.1	0	2	0	2
AT3G43540.1	1497	1396	2479	2195
AT3G43546.1	0	0	0	0
AT3G43550.1	0	0	0	0
AT3G43563.1.Hnull	1	2	13	0
AT3G43566.1	0	0	0	1
AT3G43570.1	0	0	0	0
AT3G43571.1	0	0	0	0
AT3G43572.1.Hnull	0	0	0	0
AT3G43573.1	0	3	1	0
AT3G43574.1	1	0	0	0
AT3G43575.1	1	0	3	0
AT3G43580.1.Hnull	6	29	33	32
AT3G43583.1	0	0	0	0
AT3G43586.1.Hnull	0	1	0	0
AT3G43590.1	1600	1317	868	1037
AT3G43600.1.Hnull	862	1893	1667	1989
AT3G43610.1	2100	2017	1053	802
AT3G43620.1.Hnull	0	0	0	0
AT3G43622.1	0	0	0	0
AT3G43623.1	0	0	0	0
AT3G43625.1	0	0	0	0
AT3G43630.1	0	0	0	0
AT3G43635.1	0	0	0	0
AT3G43640.1	0	0	0	0
AT3G43650.1	0	0	0	0
AT3G43652.1	16	5	0	0
AT3G43654.1	2	13	5	14
AT3G43657.1	0	0	0	0
AT3G43660.1	0	2	2	0
AT3G43670.1	669	699	2098	1927
AT3G43675.1	0	0	0	0
AT3G43680.1.Hnull	0	0	0	1
AT3G43681.1.Hnull	0	0	0	1
AT3G43682.1	0	0	0	0
AT3G43684.1	0	0	0	0
AT3G43686.1	6	6	5	0
AT3G43688.1	0	0	0	0
AT3G43690.1	135	1043	138	281
AT3G43700.1	603	538	308	394
AT3G43710.1	4	5	0	0
AT3G43715.1	0	0	1	0
AT3G43720.1	8216	3481	2085	793
AT3G43722.1	0	0	0	0
AT3G43723.1.Hnull	0	2	0	3
AT3G43726.1.Hnull	1	1	4	0
AT3G43730.1	0	0	0	0
AT3G43740.2.Hnull	627	465	597	520
AT3G43750.1	6	4	0	0
AT3G43760.1	0	0	0	0
AT3G43770.1	0	0	0	0
AT3G43780.1	0	0	0	2
AT3G43790.3	59	88	139	345
AT3G43800.1	919	612	2401	1602
AT3G43810.1	5483	3033	1127	804
AT3G43820.1	3	1	5	4
AT3G43825.1.Hnull	0	2	0	3
AT3G43826.1	5	0	5	2
AT3G43828.1	15	7	43	29
AT3G43829.1	7	5	0	0
AT3G43830.1	32	29	0	0
AT3G43832.1.Hnull	0	0	0	0
AT3G43833.1	31	33	0	0
AT3G43835.1	0	0	0	0
AT3G43840.1	11	21	3	1
AT3G43850.1	7	5	0	0
AT3G43860.1	1416	2723	20	10
AT3G43862.1	0	0	1	2
AT3G43863.1	1	0	0	0
AT3G43864.1	0	0	0	0
AT3G43867.1	0	0	0	5
AT3G43870.1	2	1	0	0
AT3G43880.1	0	0	0	0
AT3G43890.1	4	0	0	0
AT3G43900.1	4	5	0	0
AT3G43910.1.Hnull	0	0	0	0
AT3G43920.2.DE	1845	2894	271	758
AT3G43930.1.Hnull	11	16	51	5
AT3G43940.1	0	0	0	0
AT3G43950.1	0	0	0	0
AT3G43955.1.Hnull	1084	678	1328	643
AT3G43960.1	1585	1013	34	0
AT3G43970.1	3	2	0	0
AT3G43980.1	1829	836	451	353
AT3G43990.1	2	1	0	0
AT3G44000.1	0	0	0	0
AT3G44005.1	1	0	0	0
AT3G44006.1	0	2	0	4
AT3G44010.1	10273	4707	2454	1840
AT3G44020.1	668	306	1247	822
AT3G44030.1	0	0	0	1
AT3G44035.1	2	1	1	3
AT3G44042.1	126	58	1	2
AT3G44045.1	1	0	0	0
AT3G44050.1.Hnull	42	107	45	179
AT3G44060.1	20	12	0	0
AT3G44070.1	82	91	0	0
AT3G44080.1	0	0	0	0
AT3G44090.1	1	0	0	0
AT3G44091.1	0	0	0	0
AT3G44093.1	1	2	0	0
AT3G44096.1	17	9	0	1
AT3G44100.1	3678	2013	3231	2074
AT3G44110.1	12294	12472	11769	14505
AT3G44115.1	0	0	0	0
AT3G44117.1	4	0	0	0
AT3G44120.1	22	18	68	105
AT3G44130.1	2	0	0	0
AT3G44140.1	0	0	0	0
AT3G44150.1	1066	974	293	370
AT3G44160.1	718	668	444	540
AT3G44170.1	0	0	0	0
AT3G44171.1.Hnull	0	0	0	0
AT3G44175.1	1	0	0	0
AT3G44180.1	2	0	0	0
AT3G44190.1	935	637	681	527
AT3G44200.1	663	953	1170	905
AT3G44205.1	108	112	160	135
AT3G44210.1	1	0	0	0
AT3G44212.1	0	0	0	0
AT3G44215.1	1	2	0	4
AT3G44220.1	376	212	80	13
AT3G44230.1	41	32	0	0
AT3G44235.1	44	8	0	0
AT3G44240.1	0	0	0	0
AT3G44245.1	0	0	0	0
AT3G44250.1	24	141	6	5
AT3G44260.1	201	80	1053	664
AT3G44261.1	0	0	0	0
AT3G44262.1	0	0	0	0
AT3G44264.1	0	0	0	0
AT3G44267.1	0	0	0	0
AT3G44270.1	0	0	0	0
AT3G44274.1	0	0	0	0
AT3G44280.1	647	342	463	344
AT3G44290.1	14	4	0	1
AT3G44300.1	149	84	369	140
AT3G44310.1	46142	27287	102484	65742
AT3G44320.1	342	190	260	186
AT3G44325.1	1	0	9	0
AT3G44326.1	25	21	4	7
AT3G44330.1	4110	3608	1606	1274
AT3G44340.1	1786	4317	2289	2979
AT3G44350.2	5	3	65	47
AT3G44370.1	413	433	520	512
AT3G44380.1	735	452	375	325
AT3G44390.1	0	0	0	0
AT3G44400.1	209	337	804	1210
AT3G44410.1	21	17	19	6
AT3G44420.2	106	51	45	39
AT3G44425.1	1	2	0	0
AT3G44428.1	0	0	0	0
AT3G44430.1	2056	1179	1267	1243
AT3G44440.1	3	2	5	7
AT3G44444.1	0	0	1	1
AT3G44450.1	362	199	2145	2288
AT3G44460.1	0	0	0	0
AT3G44470.2	0	3	1	4
AT3G44480.1	2778	3202	9375	9130
AT3G44490.1	30	18	0	1
AT3G44500.1	0	0	0	0
AT3G44510.2	14	6	1	9
AT3G44516.1	2	0	0	1
AT3G44530.1	773	903	606	864
AT3G44540.1	7	4	11	5
AT3G44550.1	62	20	65	19
AT3G44560.1	19	5	12	0
AT3G44570.1	22	12	4	18
AT3G44580.1	2	0	2	0
AT3G44590.2	2155	1081	293	285
AT3G44600.1.Hnull	944	774	1250	743
AT3G44605.1	0	0	0	0
AT3G44610.1	573	863	784	580
AT3G44620.2	1803	1217	2006	1387
AT3G44630.3	1585	1934	6665	6680
AT3G44640.1	6	3	1	0
AT3G44650.1	0	0	0	0
AT3G44660.1.Hnull	1	7	1	5
AT3G44670.1	1989	2713	6767	7111
AT3G44680.1	925	703	485	585
AT3G44690.1.Hnull	63	79	120	91
AT3G44700.1	2	0	2	6
AT3G44704.1	8	3	0	0
AT3G44705.1	32	185	0	0
AT3G44710.1.Hnull	0	0	0	0
AT3G44713.1	213	121	26	29
AT3G44716.1	164	94	45	52
AT3G44717.1.Hnull	0	0	0	1
AT3G44718.1	1	5	0	0
AT3G44720.1.Hnull	1523	856	1227	832
AT3G44730.1	301	305	111	53
AT3G44735.1	1183	435	936	233
AT3G44740.1	413	284	155	117
AT3G44750.1.Hnull	196	1682	365	1689
AT3G44755.1	17	13	6	3
AT3G44757.1	30	17	0	0
AT3G44760.1.Hnull	0	0	1	0
AT3G44765.1	33	37	7	1
AT3G44770.1	161	100	3	1
AT3G44780.1	0	0	0	0
AT3G44783.1	0	0	0	0
AT3G44784.1	0	0	0	0
